282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282.1887738,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276.5450009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271.014103,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265.5938223,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260.2819462,260.2819458,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255.0763068,255.0763073,260.2819458,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249.9747793,249.9747807,255.0763073,260.2819458,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244.9752812,244.9752836,249.9747807,255.0763073,260.2819458,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240.0757721,240.0757755,244.9752836,249.9747807,255.0763073,260.2819458,265.5938209,271.0141009,276.5449983,282.1887708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235.2742522,235.2742566,240.0757755,244.9752836,249.9747807,255.0763073,260.2819458,265.5938209,271.0141009,276.5449983,141.0943853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230.5687619,230.5687671,235.2742566,240.0757755,244.9752836,249.9747807,255.0763073,260.2819458,265.5938209,271.0141009,138.2724992,141.0943853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225.9573808,225.9573867,230.5687671,235.2742566,240.0757755,244.9752836,249.9747807,255.0763073,260.2819458,265.5938209,135.5070505,138.2724992,141.0943853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
